ref,Partname,X,Y,R,size_x,size_y,top,bot,left,right
C3828,AT05-100451,179.2113,6.625,180,0.6,0.3,1,0,1,0
C3829,2203-010574,179.4463,7.77,90,0.6,0.3,1,0,1,0
C3830,2203-010551,179.2113,7.08,180,0.6,0.3,1,0,1,0
C3831,2203-010555,200.0908,8.076,270,0.6,0.3,1,0,1,0
C3832,2203-010555,200.9158,8.076,270,0.6,0.3,1,0,1,0
C3836,AT07-101982,181.3863,8.055,90,0.6,0.3,1,0,1,0
C3837,AT05-100451,181.7963,7.135,0,0.6,0.3,1,0,1,0
C3838,2203-010574,181.7963,6.68,0,0.6,0.3,1,0,1,0
C3839,2203-010551,181.7963,6.225,0,0.6,0.3,1,0,1,0
C3841,AT05-100451,184.8013,6.82,180,0.6,0.3,1,0,1,0
C3842,2203-010574,184.8013,7.73,180,0.6,0.3,1,0,1,0
C3843,2203-010551,184.8013,7.275,180,0.6,0.3,1,0,1,0
C3844,AT07-101982,183.3685,7.147,180,0.6,0.3,1,0,1,0
C3845,AT07-101982,183.3685,6.3748,180,0.6,0.3,1,0,1,0
C3846,AT07-102171,185.0463,8.328,180,0.6,0.3,1,0,1,0
C3853,2203-010555,197.2408,8.076,90,0.6,0.3,1,0,1,0
C3900,AT07-101982,233.3598,8.114,180,0.6,0.3,1,0,1,0
C3901,AT05-100451,234.7348,8.236,90,0.6,0.3,1,0,1,0
C3902,2203-010574,234.2798,8.236,90,0.6,0.3,1,0,1,0
C3903,AT07-101982,230.3877,6.663,90,0.6,0.3,1,0,1,0
C3904,AT05-100451,230.9777,6.78,90,0.6,0.3,1,0,1,0
C3905,2203-010574,229.7977,6.78,90,0.6,0.3,1,0,1,0
C3906,AT07-102171,241.5348,8.076,270,0.6,0.3,1,0,1,0
C3907,AT07-102171,219.7727,8.385,0,0.6,0.3,1,0,1,0
C3908,AT07-102171,217.3177,6.605,90,0.6,0.3,1,0,1,0
C3909,AT07-102171,240.1848,8.076,270,0.6,0.3,1,0,1,0
C3910,AT07-101982,218.0177,6.605,90,0.6,0.3,1,0,1,0
C3911,AT07-101982,243.1098,6.691,270,0.6,0.3,1,0,1,0
C3912,AT07-102171,219.7727,7.66,180,0.6,0.3,1,0,1,0
C3913,AT07-102171,240.8598,8.076,270,0.6,0.3,1,0,1,0
C3914,2203-010555,228.9027,8.055,90,0.6,0.3,1,0,1,0
C3917,AT05-100451,228.7527,6.674,180,0.6,0.3,1,0,1,0
C3918,2203-010574,228.7527,7.129,180,0.6,0.3,1,0,1,0
C3919,2203-010551,228.7527,6.219,180,0.6,0.3,1,0,1,0
C3920,2203-010555,241.4598,6.691,270,0.6,0.3,1,0,1,0
C3921,2203-010555,242.2848,6.691,270,0.6,0.3,1,0,1,0
C3925,2203-010555,221.9177,8.061,90,0.6,0.3,1,0,1,0
C3928,AT05-100451,221.0427,6.625,180,0.6,0.3,1,0,1,0
C3929,2203-010574,221.0427,7.535,180,0.6,0.3,1,0,1,0
C3930,2203-010551,221.0427,7.08,180,0.6,0.3,1,0,1,0
C3931,2203-010555,242.2848,8.076,270,0.6,0.3,1,0,1,0
C3932,2203-010555,243.1098,8.076,270,0.6,0.3,1,0,1,0
C3936,AT07-101982,223.2177,8.055,90,0.6,0.3,1,0,1,0
C3937,AT05-100451,223.6277,7.135,0,0.6,0.3,1,0,1,0
C3938,2203-010574,223.6277,6.68,0,0.6,0.3,1,0,1,0
C3939,2203-010551,223.6277,6.225,0,0.6,0.3,1,0,1,0
C3941,AT05-100451,226.6327,6.82,180,0.6,0.3,1,0,1,0
C3942,2203-010574,226.6327,7.73,180,0.6,0.3,1,0,1,0
C3943,2203-010551,226.6327,7.275,180,0.6,0.3,1,0,1,0
C3944,AT07-102171,226.8777,8.328,180,0.6,0.3,1,0,1,0
C3947,2203-010555,239.4348,8.076,90,0.6,0.3,1,0,1,0
C4000,AT07-102203,285.8607,8.05,90,0.6,0.3,1,0,1,0
C4001,AT07-102203,287.3107,6.65,90,0.6,0.3,1,0,1,0
C4002,AT07-102203,288.0357,8.05,90,0.6,0.3,1,0,1,0
C4003,AT07-102203,285.0357,6.65,90,0.6,0.3,1,0,1,0
C4004,AT07-102203,288.7607,6.65,90,0.6,0.3,1,0,1,0
C4005,AT07-102203,287.3107,8.05,90,0.6,0.3,1,0,1,0
C4006,AT07-102203,286.5857,6.65,90,0.6,0.3,1,0,1,0
C4007,2203-010555,267.1707,8.055,90,0.6,0.3,1,0,1,0
C4010,AT05-100451,265.3107,6.68,180,0.6,0.3,1,0,1,0
C4011,2203-010574,265.3107,6.225,180,0.6,0.3,1,0,1,0
C4012,2203-010551,267.9857,6.83,90,0.6,0.3,1,0,1,0
C4013,AT07-101982,276.0257,7.43,90,0.6,0.3,1,0,1,0
C4014,AT07-102171,256.5257,6.65,90,0.6,0.3,1,0,1,0
C4015,AT07-101982,257.9507,6.65,90,0.6,0.3,1,0,1,0
C4016,AT07-102171,274.6507,7.43,90,0.6,0.3,1,0,1,0
C4019,AT05-100451,261.7157,6.68,0,0.6,0.3,1,0,1,0
C4020,2203-010574,260.4257,6.23,180,0.6,0.3,1,0,1,0
C4021,2203-010551,261.7157,7.135,0,0.6,0.3,1,0,1,0
C4022,2203-010555,255.7757,6.65,90,0.6,0.3,1,0,1,0
C4023,AT07-101982,276.7507,7.43,90,0.6,0.3,1,0,1,0
C4024,AT07-101982,257.2257,6.65,90,0.6,0.3,1,0,1,0
C4025,AT07-102171,275.3257,7.43,90,0.6,0.3,1,0,1,0
C4026,2203-010555,259.5507,6.6,90,0.6,0.3,1,0,1,0
C4027,2203-010555,257.6457,7.755,180,0.6,0.3,1,0,1,0
C4028,2203-010555,258.7257,6.6,90,0.6,0.3,1,0,1,0
C4031,AT07-101982,267.3907,6.62,90,0.6,0.3,1,0,1,0
C4032,AT05-100451,266.8007,6.48,90,0.6,0.3,1,0,1,0
C4033,2203-010574,266.3457,6.48,90,0.6,0.3,1,0,1,0
C4034,2203-010555,283.5357,6.63,90,0.6,0.3,1,0,1,0
C4035,2203-010555,277.5257,6.62,90,0.6,0.3,1,0,1,0
C4036,2203-010555,254.6657,6.36,180,0.6,0.3,1,0,1,0
C4039,AT07-101982,271.7107,8.08,90,0.6,0.3,1,0,1,0
C4040,AT05-100451,271.5525,6.675,180,0.6,0.3,1,0,1,0
C4041,2203-010574,271.5525,7.13,180,0.6,0.3,1,0,1,0
C4042,AT07-101982,262.3157,8.055,90,0.6,0.3,1,0,1,0
C4043,AT07-101755,285.2707,7.91,90,0.6,0.3,1,0,1,0
C4044,AT07-101755,289.0807,7.91,90,0.6,0.3,1,0,1,0
C4045,AT07-101755,288.6257,7.91,90,0.6,0.3,1,0,1,0
C4046,AT05-100451,263.0227,6.225,0,0.6,0.3,1,0,1,0
C4047,2203-010574,263.0227,6.68,0,0.6,0.3,1,0,1,0
C4048,2203-010551,263.0227,7.135,0,0.6,0.3,1,0,1,0
C4049,AT07-101755,283.9057,7.91,90,0.6,0.3,1,0,1,0
C4050,AT07-101755,284.3607,7.91,90,0.6,0.3,1,0,1,0
C4051,AT05-100451,264.3357,6.225,0,0.6,0.3,1,0,1,0
C4052,2203-010574,264.3357,7.135,0,0.6,0.3,1,0,1,0
C4053,2203-010551,264.3357,6.68,0,0.6,0.3,1,0,1,0
C4054,2203-010555,285.8107,6.65,90,0.6,0.3,1,0,1,0
C4055,2203-010555,260.5607,8.295,180,0.6,0.3,1,0,1,0
C4056,AT07-102171,263.7407,8.055,90,0.6,0.3,1,0,1,0
C4061,2203-010555,273.2107,8.08,90,0.6,0.3,1,0,1,0
C4072,AT07-101755,284.8157,7.91,90,0.6,0.3,1,0,1,0
C4073,AT07-101755,289.3507,6.51,90,0.6,0.3,1,0,1,0
C4074,AT07-101755,282.881,6.49,90,0.6,0.3,1,0,1,0
D0300,AT07-102392,221.1159,22.4261,180,0.6,0.3,1,0,1,0
D0301,AT07-102392,221.1159,19.9861,180,0.6,0.3,1,0,1,0
D0302,AT07-102392,221.1159,23.6461,180,0.6,0.3,1,0,1,0
D0303,AT07-102392,221.1159,21.2061,180,0.6,0.3,1,0,1,0
D0304,AT07-102392,221.1159,18.7661,180,0.6,0.3,1,0,1,0
D0305,AT07-102392,221.1159,21.8661,180,0.6,0.3,1,0,1,0
D0306,AT07-102392,221.1159,19.4261,180,0.6,0.3,1,0,1,0
D0307,AT07-102392,221.1159,23.0861,180,0.6,0.3,1,0,1,0
D0308,AT07-102392,221.1159,20.6461,180,0.6,0.3,1,0,1,0
D0309,AT07-102392,221.1159,18.2061,180,0.6,0.3,1,0,1,0
D2700,AT07-102293,169.09,27.5395,0,0.6,0.3,1,0,1,0
DZ0300,AT07-102391,243.1463,21.0629,0,0.6,0.3,1,0,1,0
DZ0301,AT07-102391,243.1463,21.5479,0,0.6,0.3,1,0,1,0
DZ0302,AT07-102391,243.1463,20.0929,0,0.6,0.3,1,0,1,0
DZ0303,AT07-102391,243.1463,19.6079,0,0.6,0.3,1,0,1,0
DZ0304,AT07-102391,47.4377,16.237,180,0.6,0.3,1,0,1,0
DZ0305,AT07-102391,221.024,13.8975,270,0.6,0.3,1,0,1,0
DZ0306,AT07-102391,42.5205,24.822,180,0.6,0.3,1,0,1,0
DZ0307,AT07-102391,139.89,27.455,0,0.6,0.3,1,0,1,0
DZ0308,AT07-102391,139.89,26.97,0,0.6,0.3,1,0,1,0
DZ0309,AT07-102391,139.824,28.8302,90,0.6,0.3,1,0,1,0
DZ0320,AT07-102391,250.356,15.1424,90,0.6,0.3,1,0,1,0
DZ0321,AT07-102391,248.751,15.1724,90,0.6,0.3,1,0,1,0
DZ0322,AT07-102391,42.5205,24.337,180,0.6,0.3,1,0,1,0
DZ0323,AT07-102391,226.0725,24.108,0,0.6,0.3,1,0,1,0
DZ0325,AT07-102391,220.7757,15.2687,180,0.6,0.3,1,0,1,0
DZ0326,AT07-102391,235.454,20.578,0,0.6,0.3,1,0,1,0
DZ0327,AT07-102391,227.821,23.9775,270,0.6,0.3,1,0,1,0
DZ0328,AT07-102391,169.1201,29.351,180,0.6,0.3,1,0,1,0
DZ0329,AT07-102391,243.1463,20.5779,0,0.6,0.3,1,0,1,0
DZ0330,AT07-102391,167.1555,29.361,180,0.6,0.3,1,0,1,0
DZ0331,AT07-102391,167.1555,28.361,180,0.6,0.3,1,0,1,0
DZ0332,AT07-102391,167.1555,28.861,180,0.6,0.3,1,0,1,0
DZ0333,AT07-102391,167.1555,29.861,180,0.6,0.3,1,0,1,0
DZ0334,AT07-102391,73.735,27.007,0,0.6,0.3,1,0,1,0
DZ0335,AT07-102391,73.735,26.522,0,0.6,0.3,1,0,1,0
DZ0336,AT07-102391,73.735,29.857,0,0.6,0.3,1,0,1,0
DZ0337,AT07-102391,42.5288,29.157,180,0.6,0.3,1,0,1,0
DZ0338,AT07-102391,42.5288,27.702,180,0.6,0.3,1,0,1,0
DZ0339,AT07-102391,42.5288,28.672,180,0.6,0.3,1,0,1,0
DZ0340,AT07-102391,42.5288,29.642,180,0.6,0.3,1,0,1,0
DZ0341,AT07-102391,73.735,27.492,0,0.6,0.3,1,0,1,0
DZ0342,AT07-102391,41.6635,28.187,180,0.6,0.3,1,0,1,0
DZ0343,AT07-102391,64.5065,31.622,180,0.6,0.3,1,0,1,0
DZ0344,AT07-102391,41.6635,27.702,0,0.6,0.3,1,0,1,0
DZ0345,AT07-102391,169.0305,29.901,180,0.6,0.3,1,0,1,0
DZ0346,AT07-102391,73.735,28.917,0,0.6,0.3,1,0,1,0
DZ0347,AT07-102391,73.735,26.037,0,0.6,0.3,1,0,1,0
DZ0348,AT07-102391,73.735,27.977,0,0.6,0.3,1,0,1,0
DZ0349,AT07-102391,42.5288,28.187,180,0.6,0.3,1,0,1,0
DZ0350,AT07-102391,42.5205,26.732,180,0.6,0.3,1,0,1,0
DZ0351,AT07-102183,96.1198,29.92,0,0.6,0.3,1,0,1,0
DZ0352,AT07-102183,134.101,25.456,180,0.6,0.3,1,0,1,0
DZ0353,AT07-102183,167.839,12.579,180,0.6,0.3,1,0,1,0
DZ0354,AT07-102391,169.0725,28.0495,180,0.6,0.3,1,0,1,0
FL3300,AT07-101703,25.2825,8.055,270,0.6,0.3,1,0,1,0
FL3500,AT07-101703,63.72,8.055,270,0.6,0.3,1,0,1,0
FL3600,AT07-101703,107.317,8.4051,180,0.6,0.3,1,0,1,0
FL3700,AT07-101703,147.4648,8.055,270,0.6,0.3,1,0,1,0
FL3800,AT07-101703,189.2963,8.055,270,0.6,0.3,1,0,1,0
FL3900,AT07-101703,231.1277,8.055,270,0.6,0.3,1,0,1,0
FL4000,AT07-101703,267.9457,8.055,270,0.6,0.3,1,0,1,0
G2100,AT07-102408,45.894,18.466,90,0.6,0.3,1,0,1,0
J0300,AT07-102123,83.8221,24.6816,0,0.6,0.3,1,0,1,0
J0301,AT07-102123,198.2629,24.6816,0,0.6,0.3,1,0,1,0
J0302,AT07-102123,208.3879,24.6816,0,0.6,0.3,1,0,1,0
L0402,3301-002439,222.3564,20.2579,0,0.6,0.3,1,0,1,0
L0403,3301-002439,229.7604,14.1909,90,0.6,0.3,1,0,1,0
L0404,3301-002439,222.3464,18.6579,0,0.6,0.3,1,0,1,0
L0900,AT07-102396,242.4019,16.9839,270,0.6,0.3,1,0,1,0
L0903,AT07-102402,238.9746,25.5003,0,0.6,0.3,1,0,1,0
L1205,AT07-102398,127.508,17.287,180,0.6,0.3,1,0,1,0
L1206,AT07-102398,127.464,28.807,180,0.6,0.3,1,0,1,0
L1207,AT07-102398,111.734,21.037,270,0.6,0.3,1,0,1,0
L1208,AT07-102398,114.669,14.112,180,0.6,0.3,1,0,1,0
L1209,AT07-102398,114.4615,29.732,180,0.6,0.3,1,0,1,0
L1300,AT07-101922,142.068,21.474,180,0.6,0.3,1,0,1,0
L1301,AT07-101922,142.068,16.944,180,0.6,0.3,1,0,1,0
L1302,AT07-101923,150.043,18.794,90,0.6,0.3,1,0,1,0
L1400,AT07-102407,166.4643,15.2454,0,0.6,0.3,1,0,1,0
L1401,AT07-102407,166.4643,22.8054,0,0.6,0.3,1,0,1,0
L1402,AT07-101923,154.953,17.683,90,0.6,0.3,1,0,1,0
L1600,AT07-102395,101.461,27.509,90,0.6,0.3,1,0,1,0
L1700,AT07-101922,98.051,15.96,270,0.6,0.3,1,0,1,0
L2100,AT07-102406,55.341,23.502,90,0.6,0.3,1,0,1,0
L2101,AT07-102405,47.4532,14.562,270,0.6,0.3,1,0,1,0
L2102,AT07-102405,54.181,28.122,180,0.6,0.3,1,0,1,0
L2107,2703-006028,62.391,16.872,0,0.6,0.3,1,0,1,0
Q0608,AT07-102411,234.7843,28.3929,270,0.6,0.3,1,0,1,0
Q1400,AT07-102286,131.5658,17.4478,0,0.6,0.3,1,0,1,0
Q1600,AT07-102413,102.426,16.58,0,0.6,0.3,1,0,1,0
Q1601,AT07-102411,104.201,16.5575,270,0.6,0.3,1,0,1,0
Q1602,AT07-102411,105.781,15.903,0,0.6,0.3,1,0,1,0
Q2100,AT07-102412,73.6497,14.8851,0,0.6,0.3,1,0,1,0
Q2101,AT07-102412,63.8288,11.8128,90,0.6,0.3,1,0,1,0
Q2800,AT07-102410,14.6011,8.02,270,0.6,0.3,1,0,1,0
Q2801,AT07-102410,57.1943,8.054,270,0.6,0.3,1,0,1,0
Q2802,AT07-102410,110.612,7.7918,0,0.6,0.3,1,0,1,0
Q2803,AT07-102410,152.2608,8.109,270,0.6,0.3,1,0,1,0
Q2804,AT07-102410,183.2177,8.147,270,0.6,0.3,1,0,1,0
Q2805,AT07-102410,225.0797,7.864,270,0.6,0.3,1,0,1,0
Q2806,AT07-102410,278.7357,8.02,270,0.6,0.3,1,0,1,0
Q2807,AT07-102410,130.5999,21.5068,270,0.6,0.3,1,0,1,0
R0300,AT07-102385,95.951,27.7,270,0.6,0.3,1,0,1,0
R0302,2007-013148,73.7675,28.447,0,0.6,0.3,1,0,1,0
R0303,2007-013148,73.7675,29.387,0,0.6,0.3,1,0,1,0
R0304,AT07-102351,41.266,31.181,0,0.6,0.3,1,0,1,0
R0305,2007-013141,234.5445,20.578,0,0.6,0.3,1,0,1,0
R0306,2007-013148,73.7675,30.327,0,0.6,0.3,1,0,1,0
R0311,2007-013151,147.155,30.097,180,0.6,0.3,1,0,1,0
R0312,2007-013141,41.631,26.732,0,0.6,0.3,1,0,1,0
R0313,117S00114,152.473,13.284,0,0.6,0.3,1,0,1,0
R0314,2007-013152,225.605,23.638,180,0.6,0.3,1,0,1,0
R0316,AT07-102351,41.266,30.271,0,0.6,0.3,1,0,1,0
R0317,AT07-102351,41.266,30.726,0,0.6,0.3,1,0,1,0
R0318,AT07-102351,41.266,29.816,0,0.6,0.3,1,0,1,0
R0320,2007-013141,233.1634,15.5279,90,0.6,0.3,1,0,1,0
R0426,2007-013148,229.4924,23.8779,270,0.6,0.3,1,0,1,0
R0427,AT07-101673L,234.0779,15.3341,90,0.6,0.3,1,0,1,0
R0430,2007-013148,232.8344,22.9309,90,0.6,0.3,1,0,1,0
R0431,2007-013148,232.2534,15.5279,90,0.6,0.3,1,0,1,0
R0440,2007-013148,234.5445,17.3929,0,0.6,0.3,1,0,1,0
R0442,2007-013148,225.8114,22.9309,90,0.6,0.3,1,0,1,0
R0445,2007-013148,225.3564,22.9309,270,0.6,0.3,1,0,1,0
R0446,2007-013148,223.8314,16.4779,90,0.6,0.3,1,0,1,0
R0448,2007-013148,227.6724,22.9309,90,0.6,0.3,1,0,1,0
R0449,2007-013148,234.5445,19.6679,180,0.6,0.3,1,0,1,0
R0452,2007-013141,223.8314,17.4809,90,0.6,0.3,1,0,1,0
R0465,2007-013157,230.4584,14.1909,90,0.6,0.3,1,0,1,0
R0466,AT07-102389,230.8574,23.8779,90,0.6,0.3,1,0,1,0
R0467,AT07-102384,230.4024,23.8779,270,0.6,0.3,1,0,1,0
R0468,2007-013157,232.2474,23.1609,270,0.6,0.3,1,0,1,0
R0469,2007-013148,233.7444,22.903,90,0.6,0.3,1,0,1,0
R0470,2007-013148,229.0374,22.9309,90,0.6,0.3,1,0,1,0
R0471,AT07-101660,228.7054,24.2219,0,0.6,0.3,1,0,1,0
R0472,AT07-101660,228.7054,23.7669,0,0.6,0.3,1,0,1,0
R0473,2007-013148,231.3264,24.3779,90,0.6,0.3,1,0,1,0
R0474,2007-013148,229.4924,22.9309,90,0.6,0.3,1,0,1,0
R0476,2007-013148,234.5329,15.3341,90,0.6,0.3,1,0,1,0
R0480,2007-013148,232.8344,23.8576,90,0.6,0.3,1,0,1,0
R0482,2007-013148,234.1994,23.8576,270,0.6,0.3,1,0,1,0
R0484,2007-013148,234.5445,21.4889,180,0.6,0.3,1,0,1,0
R0488,2007-013148,234.5445,18.7579,0,0.6,0.3,1,0,1,0
R0489,2007-013148,234.5445,18.3029,180,0.6,0.3,1,0,1,0
R0491,2007-013152,229.5723,29.3037,0,0.6,0.3,1,0,1,0
R0492,2007-013152,229.5723,28.8359,0,0.6,0.3,1,0,1,0
R0493,2007-013152,230.3664,27.2313,0,0.6,0.3,1,0,1,0
R0494,2007-013152,107.8439,16.9646,180,0.6,0.3,1,0,1,0
R0495,2007-013152,230.3664,27.6913,0,0.6,0.3,1,0,1,0
R0504,2007-013152,226.9553,24.1099,180,0.6,0.3,1,0,1,0
R0600,2007-013158,231.6293,31.0569,180,0.6,0.3,1,0,1,0
R0601,2007-013141,234.1343,30.7243,180,0.6,0.3,1,0,1,0
R0602,2007-013141,232.6193,31.0779,180,0.6,0.3,1,0,1,0
R0614,2007-013148,232.083,24.125,180,0.6,0.3,1,0,1,0
R0615,2007-013148,233.9553,28.1549,270,0.6,0.3,1,0,1,0
R0619,2007-013152,230.8523,29.7339,180,0.6,0.3,1,0,1,0
R0625,2007-013148,234.1343,29.8143,0,0.6,0.3,1,0,1,0
R0627,2007-013141,234.1343,30.2693,0,0.6,0.3,1,0,1,0
R0700,2007-013141,151.0945,25.5624,0,0.6,0.3,1,0,1,0
R0701,2007-013141,159.6702,30.6451,270,0.6,0.3,1,0,1,0
R0702,2007-013141,151.0945,24.6524,0,0.6,0.3,1,0,1,0
R0703,2007-013141,159.2102,30.6451,270,0.6,0.3,1,0,1,0
R0704,2007-013141,151.3445,28.0724,270,0.6,0.3,1,0,1,0
R0705,2007-013148,158.0809,24.7097,90,0.6,0.3,1,0,1,0
R0706,2007-013141,154.4409,24.7097,90,0.6,0.3,1,0,1,0
R0707,2007-013141,155.8059,24.7097,90,0.6,0.3,1,0,1,0
R0708,2007-013141,151.0945,25.1074,0,0.6,0.3,1,0,1,0
R0709,2007-013141,151.0945,26.4724,0,0.6,0.3,1,0,1,0
R0710,2007-013141,158.2768,29.9381,270,0.6,0.3,1,0,1,0
R0711,2007-013141,155.5468,29.9381,270,0.6,0.3,1,0,1,0
R0714,2007-013141,154.1818,29.9381,270,0.6,0.3,1,0,1,0
R0715,2007-013141,154.6368,29.9381,270,0.6,0.3,1,0,1,0
R0717,2007-013141,158.7318,29.9381,270,0.6,0.3,1,0,1,0
R0718,2007-013141,157.8218,29.9381,270,0.6,0.3,1,0,1,0
R0719,2007-013141,157.3668,29.9381,270,0.6,0.3,1,0,1,0
R0747,2007-013141,151.0945,26.0174,0,0.6,0.3,1,0,1,0
R0748,2007-013141,156.4568,29.9381,270,0.6,0.3,1,0,1,0
R0750,2007-013141,156.9118,29.9381,270,0.6,0.3,1,0,1,0
R0752,2007-013141,157.1709,24.7097,90,0.6,0.3,1,0,1,0
R0753,2007-013141,160.1302,30.6451,270,0.6,0.3,1,0,1,0
R0754,2007-013141,157.6259,24.7097,90,0.6,0.3,1,0,1,0
R0755,2007-013141,160.5902,30.6451,270,0.6,0.3,1,0,1,0
R0756,2007-013141,156.7159,24.7097,90,0.6,0.3,1,0,1,0
R0757,2007-013141,156.0018,29.9381,270,0.6,0.3,1,0,1,0
R0758,2007-013141,155.3509,24.7097,90,0.6,0.3,1,0,1,0
R0759,2007-013141,156.2609,24.7097,90,0.6,0.3,1,0,1,0
R0760,2007-013158,154.8959,24.7097,90,0.6,0.3,1,0,1,0
R0761,2007-013141,155.0918,29.9381,270,0.6,0.3,1,0,1,0
R0762,2007-013141,150.8445,28.0724,270,0.6,0.3,1,0,1,0
R0763,2007-013141,150.4045,27.1324,90,0.6,0.3,1,0,1,0
R0900,2007-013141,238.2219,18.9739,270,0.6,0.3,1,0,1,0
R0906,AT07-102362,237.5054,18.3239,180,0.6,0.3,1,0,1,0
R0907,118S00375,238.5019,16.4539,180,0.6,0.3,1,0,1,0
R0910,AT07-102173,238.542,15.2939,270,0.6,0.3,1,0,1,0
R0921,2007-013160,238.6237,14.074,270,0.6,0.3,1,0,1,0
R0922,2007-013160,239.4086,20.4393,270,0.6,0.3,1,0,1,0
R1100,2007-013141,121.579,18.732,90,0.6,0.3,1,0,1,0
R1101,2007-013160,120.319,28.357,270,0.6,0.3,1,0,1,0
R1107,2007-013141,112.194,24.087,0,0.6,0.3,1,0,1,0
R1110,2007-013141,128.439,26.262,180,0.6,0.3,1,0,1,0
R1179,2007-013141,124.1677,29.181,180,0.6,0.3,1,0,1,0
R1181,2007-013141,128.439,26.717,0,0.6,0.3,1,0,1,0
R1207,2007-013157,133.835,28.754,90,0.6,0.3,1,0,1,0
R1208,2007-013157,132.86,28.754,90,0.6,0.3,1,0,1,0
R1223,AT07-102351,118.791,31.549,270,0.6,0.3,1,0,1,0
R1224,2007-013157,131.885,28.754,90,0.6,0.3,1,0,1,0
R1225,2007-013157,106.846,29.107,90,0.6,0.3,1,0,1,0
R1226,2007-013157,107.815,29.107,90,0.6,0.3,1,0,1,0
R1227,AT07-102351,127.535,26.687,90,0.6,0.3,1,0,1,0
R1228,2007-013157,109.765,29.107,90,0.6,0.3,1,0,1,0
R1229,2007-013157,108.79,29.107,90,0.6,0.3,1,0,1,0
R1300,AT07-102387,150.043,22.674,270,0.6,0.3,1,0,1,0
R1303,2007-013141,133.306,16.9797,270,0.6,0.3,1,0,1,0
R1304,AT07-102361,135.821,25.6395,0,0.6,0.3,1,0,1,0
R1307,2007-013148,150.738,24.148,0,0.6,0.3,1,0,1,0
R1331,AT07-102377,133.7728,22.409,270,0.6,0.3,1,0,1,0
R1333,2007-013141,134.67,15.679,180,0.6,0.3,1,0,1,0
R1400,2007-013141,174.9273,18.0044,180,0.6,0.3,1,0,1,0
R1402,AT07-102361,169.24,12.821,0,0.6,0.3,1,0,1,0
R1403,AT07-102366,224.7213,26.0829,0,0.6,0.3,1,0,1,0
R1405,2007-013148,175.6173,19.1794,90,0.6,0.3,1,0,1,0
R1407,AT07-102186,171.8543,22.1619,180,0.6,0.3,1,0,1,0
R1413,2007-013141,173.2343,20.4254,270,0.6,0.3,1,0,1,0
R1414,AT07-102386,131.9158,16.1728,270,0.6,0.3,1,0,1,0
R1415,2007-013148,131.466,18.4881,0,0.6,0.3,1,0,1,0
R1416,2007-013148,131.4608,16.157,90,0.6,0.3,1,0,1,0
R1600,2007-013160,101.231,18.234,180,0.6,0.3,1,0,1,0
R1616,AT07-102357,98.299,24.7325,0,0.6,0.3,1,0,1,0
R1617,AT07-102379R,98.299,25.6425,180,0.6,0.3,1,0,1,0
R1618,AT07-102359,98.299,26.11,180,0.6,0.3,1,0,1,0
R1619,AT07-102380,98.9965,22.95,270,0.6,0.3,1,0,1,0
R1621,2007-013141,99.9115,22.955,90,0.6,0.3,1,0,1,0
R1622,AT07-102349,104.226,15.6925,180,0.6,0.3,1,0,1,0
R1623,AT07-102177,105.331,16.9075,180,0.6,0.3,1,0,1,0
R1624,AT07-102373,104.916,15.9575,90,0.6,0.3,1,0,1,0
R1704,AT07-102349,98.351,21.29,0,0.6,0.3,1,0,1,0
R1705,2007-013160,109.176,14.051,270,0.6,0.3,1,0,1,0
R1708,2007-013162,99.261,22.247,0,0.6,0.3,1,0,1,0
R1709,AT07-102375,99.511,21.54,90,0.6,0.3,1,0,1,0
R1710,AT07-102359,95.761,20.8,180,0.6,0.3,1,0,1,0
R1713,2007-013141,97.146,21.53,270,0.6,0.3,1,0,1,0
R1717,2007-013141,95.761,19.885,0,0.6,0.3,1,0,1,0
R1942,AT07-102360,68.199,30.542,180,0.6,0.3,1,0,1,0
R1943,AT07-102349,43.193,31.042,0,0.6,0.3,1,0,1,0
R1944,AT07-102372,57.035,32.562,270,0.6,0.3,1,0,1,0
R1945,AT07-102349,45.968,31.042,0,0.6,0.3,1,0,1,0
R1946,AT07-102349,47.843,31.042,0,0.6,0.3,1,0,1,0
R1947,AT07-102349,45.043,31.042,0,0.6,0.3,1,0,1,0
R1948,AT07-102349,44.118,31.042,0,0.6,0.3,1,0,1,0
R1963,2007-013156,64.474,30.542,0,0.6,0.3,1,0,1,0
R1966,AT07-102373,66.349,31.032,180,0.6,0.3,1,0,1,0
R1967,AT07-102373,66.349,30.542,180,0.6,0.3,1,0,1,0
R1968,AT07-102373,70.049,30.542,0,0.6,0.3,1,0,1,0
R1969,AT07-102373,69.124,30.542,0,0.6,0.3,1,0,1,0
R1970,AT07-102373,63.461,30.542,180,0.6,0.3,1,0,1,0
R1971,AT07-102373,62.536,30.542,180,0.6,0.3,1,0,1,0
R1972,AT07-102373,61.704,29.367,270,0.6,0.3,1,0,1,0
R1973,AT07-102373,61.704,27.517,270,0.6,0.3,1,0,1,0
R1974,AT07-102373,61.704,30.292,90,0.6,0.3,1,0,1,0
R1975,AT07-102373,61.704,28.442,90,0.6,0.3,1,0,1,0
R1976,AT07-102373,65.649,30.792,90,0.6,0.3,1,0,1,0
R1977,AT07-102373,61.704,21.042,90,0.6,0.3,1,0,1,0
R1978,AT07-101658,64.474,31.032,0,0.6,0.3,1,0,1,0
R2016,AT07-102373,43.198,28.442,90,0.6,0.3,1,0,1,0
